,1301,1332,1376,1377,1379,1380,1381,1382,1400,1407
0,-0.219862839,-0.081573055,-0.28714978,-0.08618824,-0.423630935,-0.160165582,-0.187547166,-0.788507906,-0.415423426,-0.32207813
1,0.018791536,-0.008301615,-0.102139597,-0.074072275,-0.056839566,-0.023877026,-0.020699459,-0.127720463,-0.015013339,0.047667402
2,0.061729859,0.047085687,-0.034093497,0.573682293,-0.060949199,-0.014524378,0.65567237,1.092198509,-1.960874054,0.13112707
3,-0.144109121,-0.133411226,-0.197818836,0.057675366,-0.306590839,-0.192103342,-0.415095372,0.011823668,-1.711230274,-0.381468387
4,0.109845421,0.086246699,-0.22078005,-0.33393434,-0.246270846,-0.025122707,-0.005716558,0.063631999,0.11107932,0.663998556
5,0.00721252,0.001855722,-0.008406571,0.00397715,-0.011799909,-0.002053903,0.005678892,0.03445547,-0.086297241,0.02131973
6,-0.032685604,-0.034934933,-0.039177289,-0.027971095,-0.044884466,-0.039521803,-0.047090595,-0.033607938,-0.102937116,-0.066504283
7,0.017345072,0.015405594,0.004007796,0.005522965,0.004204512,0.010713924,0.011641296,0.012766747,0.013881825,0.051645717
8,0.010586216,0.01365349,0.011536746,0.059353176,0.016682882,0.012341531,0.033925349,0.018045189,-0.039125233,0.024989045
9,0.003374724,0.003770327,0.001274522,0.041796704,-0.014613684,-0.002888829,-0.016151213,0.010529242,-0.100583893,-0.024546906
10,0.034729078,0.035995418,0.004938648,-0.036268525,-0.039084963,0.022291135,0.024230123,0.018762915,0.050632836,0.209941058
11,-0.930774088,-0.705013796,-0.293271079,1.523769804,-0.026415296,-0.761420975,1.656010807,0.659285083,1.176179548,-1.193504369
12,-0.442711451,0.164674354,-0.04199908,0.023685326,-0.456585933,-0.02414973,0.170346099,1.020635742,-1.457230742,0.048659938
13,-0.208712604,-0.067123237,0.816339084,-0.207454217,-0.352657301,-0.181717385,-0.347735205,0.367001074,0.619872841,0.500087515
14,-0.147331554,-0.147331554,-0.147331554,-0.147331554,-0.147331554,-0.147331554,-0.147331554,-0.147331554,6.787412284,-0.147331554
15,-0.885614886,-0.885614886,1.129158979,-0.885614886,-0.885614886,1.129158979,1.129158979,1.129158979,-0.885614886,1.129158979
16,0.924456362,0.924456362,-1.081716824,0.924456362,0.924456362,-1.081716824,-1.081716824,-1.081716824,-1.081716824,-1.081716824
17,4.880387466,4.880387466,4.880387466,4.880387466,4.880387466,4.880387466,4.880387466,4.880387466,-0.204901764,-0.204901764
18,-0.074329415,-0.074329415,-0.074329415,-0.074329415,-0.074329415,-0.074329415,-0.074329415,-0.074329415,-0.074329415,-0.074329415
19,-0.324442842,-0.324442842,-0.324442842,-0.324442842,-0.324442842,-0.324442842,-0.324442842,-0.324442842,3.082207001,3.082207001
20,-0.317500318,-0.317500318,-0.317500318,-0.317500318,-0.317500318,-0.317500318,-0.317500318,-0.317500318,-0.317500318,-0.317500318
21,-0.126502875,-0.126502875,-0.126502875,-0.126502875,-0.126502875,-0.126502875,-0.126502875,-0.126502875,-0.126502875,-0.126502875
22,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2
23,-0.164584435,-0.164584435,-0.164584435,-0.164584435,-0.164584435,-0.164584435,-0.164584435,-0.164584435,-0.164584435,-0.164584435
24,-0.284935289,-0.284935289,-0.284935289,-0.284935289,-0.284935289,-0.284935289,-0.284935289,-0.284935289,-0.284935289,-0.284935289
25,-0.319592999,-0.319592999,-0.319592999,-0.319592999,-0.319592999,-0.319592999,-0.319592999,-0.319592999,-0.319592999,-0.319592999
26,-0.522232968,-0.522232968,-0.522232968,-0.522232968,-0.522232968,-0.522232968,-0.522232968,-0.522232968,-0.522232968,-0.522232968
27,-0.088045091,-0.088045091,-0.088045091,-0.088045091,-0.088045091,-0.088045091,-0.088045091,-0.088045091,-0.088045091,-0.088045091
28,-0.191937767,-0.191937767,-0.191937767,-0.191937767,-0.191937767,-0.191937767,-0.191937767,-0.191937767,-0.191937767,-0.191937767
29,-0.325820247,-0.325820247,-0.325820247,-0.325820247,-0.325820247,-0.325820247,-0.325820247,-0.325820247,-0.325820247,-0.325820247
30,-0.324442842,-0.324442842,-0.324442842,-0.324442842,-0.324442842,-0.324442842,-0.324442842,-0.324442842,-0.324442842,-0.324442842
31,-0.144714921,-0.144714921,-0.144714921,-0.144714921,-0.144714921,-0.144714921,-0.144714921,-0.144714921,-0.144714921,-0.144714921
32,-0.146028609,-0.146028609,-0.146028609,-0.146028609,-0.146028609,-0.146028609,-0.146028609,-0.146028609,-0.146028609,-0.146028609
33,-0.172626984,-0.172626984,-0.172626984,-0.172626984,-0.172626984,-0.172626984,-0.172626984,-0.172626984,-0.172626984,-0.172626984
34,-0.763288082,-0.763288082,-0.763288082,-0.763288082,-0.763288082,1.310121334,1.310121334,1.310121334,1.310121334,1.310121334
35,-0.103618358,-0.103618358,-0.103618358,-0.103618358,-0.103618358,-0.103618358,-0.103618358,-0.103618358,-0.103618358,-0.103618358
36,-0.154938702,-0.154938702,-0.154938702,-0.154938702,-0.154938702,-0.154938702,-0.154938702,-0.154938702,-0.154938702,-0.154938702
37,-0.38724395,2.582351511,-0.38724395,-0.38724395,-0.38724395,-0.38724395,-0.38724395,-0.38724395,-0.38724395,-0.38724395
38,-0.410687696,-0.410687696,-0.410687696,2.434940248,2.434940248,-0.410687696,-0.410687696,-0.410687696,-0.410687696,-0.410687696
39,1.447493729,-0.69084928,1.447493729,-0.69084928,-0.69084928,-0.69084928,-0.69084928,-0.69084928,-0.69084928,-0.69084928
